id,arriveTime,executionTime,executionTimeLeft,waitTime
20,5,9,0,0
31,7,18,0,299
33,8,25,0,546
52,11,13,0,6
17,12,26,0,567
9,14,3,0,0
8,17,32,0,880
30,18,6,0,12
46,18,29,0,698
5,22,10,0,15
42,23,18,0,265
18,24,21,0,417
7,28,30,0,717
19,29,23,0,454
53,33,19,0,291
62,33,27,0,599
11,34,12,0,146
25,34,10,0,103
41,35,1,0,1
34,36,15,0,156
45,38,4,0,13
57,47,2,0,0
48,49,2,0,0
23,50,6,0,15
14,51,5,0,8
47,52,7,0,25
55,52,4,0,3
10,54,10,0,66
60,56,17,0,198
43,60,1,0,4
54,62,6,0,9
21,63,11,0,84
15,65,9,0,45
28,68,31,0,798
26,69,7,0,15
51,74,30,0,731
56,75,16,0,147
36,76,16,0,162
16,78,31,0,757
3,81,11,0,88
32,84,24,0,422
35,85,3,0,6
63,85,17,0,186
40,92,21,0,370
29,92,2,0,2
50,93,4,0,3
39,95,27,0,510
49,95,20,0,326
58,95,7,0,5
59,102,30,0,673
1,103,1,0,4
61,104,2,0,4
22,106,29,0,581
2,106,24,0,424
0,112,11,0,46
44,113,1,0,6
38,114,20,0,287
27,117,19,0,245
12,117,20,0,264
13,118,28,0,541
6,121,6,0,10
24,123,15,0,84
4,124,1,0,6
37,125,19,0,218
