id,arriveTime,executionTime,executionTimeLeft,waitTime
28,2,16,16,0
46,3,4,4,0
73,3,6,6,0
104,4,22,22,0
70,4,1,1,0
11,4,29,29,0
78,5,32,32,0
1,6,27,27,0
0,6,5,5,0
30,7,27,27,0
67,7,4,4,0
29,8,16,16,0
115,8,22,22,0
22,9,31,31,0
122,9,17,17,0
4,9,26,26,0
39,9,14,14,0
47,11,25,25,0
41,11,10,10,0
37,11,2,2,0
124,12,9,9,0
51,13,6,6,0
49,13,5,5,0
3,13,16,16,0
121,15,12,12,0
38,15,17,17,0
57,16,14,14,0
6,17,29,29,0
126,19,21,21,0
100,20,19,19,0
80,21,18,18,0
102,22,27,27,0
87,22,28,28,0
40,24,25,25,0
62,25,9,9,0
114,26,4,4,0
105,26,29,29,0
56,28,4,4,0
36,29,26,26,0
123,31,4,4,0
99,32,17,17,0
113,32,22,22,0
9,33,22,22,0
101,35,2,2,0
14,36,12,12,0
119,37,8,8,0
86,37,19,19,0
53,38,14,14,0
95,39,10,10,0
64,41,26,26,0
24,42,10,10,0
50,43,5,5,0
35,43,23,23,0
116,44,31,31,0
81,45,10,10,0
58,45,12,12,0
107,45,32,32,0
54,46,25,25,0
17,47,26,26,0
7,48,19,19,0
108,48,14,14,0
103,49,11,11,0
93,49,14,14,0
84,51,4,4,0
92,54,29,29,0
59,54,14,14,0
21,56,8,8,0
33,56,27,27,0
26,59,16,16,0
68,60,30,30,0
52,60,23,23,0
27,61,12,12,0
97,63,20,20,0
117,63,5,5,0
76,63,21,21,0
88,64,12,12,0
42,64,14,14,0
23,64,21,21,0
31,65,1,1,0
63,65,26,26,0
112,66,5,5,0
16,70,10,10,0
96,71,10,10,0
25,72,26,26,0
85,74,27,27,0
44,75,11,11,0
60,75,1,1,0
74,76,21,21,0
19,80,8,8,0
20,84,1,1,0
18,85,17,17,0
94,86,29,29,0
89,87,6,6,0
111,93,6,6,0
77,94,29,29,0
75,94,26,26,0
118,95,9,9,0
12,97,28,28,0
98,98,25,25,0
13,99,22,22,0
109,100,17,17,0
127,100,22,22,0
120,103,7,7,0
65,103,24,24,0
34,105,14,14,0
32,106,21,21,0
45,107,28,28,0
10,107,26,26,0
2,108,11,11,0
5,108,28,28,0
55,109,19,19,0
125,110,5,5,0
69,111,32,32,0
90,112,5,5,0
48,113,30,30,0
72,114,3,3,0
43,115,1,1,0
15,115,15,15,0
110,119,13,13,0
61,121,20,20,0
8,122,22,22,0
79,122,16,16,0
83,122,32,32,0
71,124,29,29,0
91,124,8,8,0
66,127,31,31,0
106,127,7,7,0
82,128,28,28,0
