id,arriveTime,executionTime,executionTimeLeft,waitTime
71,0,29,0,2171
99,2,28,0,2143
68,7,4,0,0
51,17,31,0,2108
17,24,4,0,2104
8,26,31,0,2073
15,27,10,0,2063
16,27,22,0,2041
85,28,27,0,2014
81,30,31,0,1983
98,33,26,0,1957
62,34,25,0,1932
103,35,22,0,1910
39,37,26,0,1884
37,39,26,0,1858
122,49,24,0,1834
1,51,15,0,1819
106,57,26,0,1793
10,66,8,0,1785
84,69,32,0,1753
96,69,12,0,1741
47,77,25,0,1716
100,80,20,0,1696
50,83,31,0,1665
2,83,29,0,1636
92,84,14,0,1622
120,89,19,0,0
116,111,8,0,1595
72,112,13,0,1582
55,114,16,0,1566
46,115,17,0,1549
69,115,20,0,1529
75,119,18,0,1511
102,120,29,0,1482
74,128,18,0,1464
59,130,24,0,1440
38,130,11,0,1429
125,131,23,0,1406
70,132,28,0,1378
41,133,19,0,1359
65,133,18,0,1341
48,135,20,0,1321
58,150,24,0,1297
7,152,24,0,1273
3,154,14,0,1259
40,155,14,0,1245
43,161,9,0,1236
33,161,14,0,1222
113,170,16,0,1206
67,173,2,0,0
86,175,4,0,1200
20,177,10,0,1190
118,181,25,0,1165
127,185,28,0,1137
32,185,21,0,1116
52,189,6,0,1110
83,190,6,0,1104
94,194,3,0,0
93,197,24,0,1077
53,205,26,0,1051
5,213,32,0,1019
95,214,32,0,987
23,219,17,0,970
35,228,1,0,0
101,234,7,0,0
0,243,13,0,949
107,245,13,0,936
44,251,21,0,915
78,252,2,0,0
14,256,30,0,883
87,256,13,0,870
24,258,3,0,0
45,261,6,0,861
126,264,2,0,859
49,265,28,0,831
12,266,3,0,0
104,270,2,0,0
91,274,28,0,798
66,275,11,0,787
77,278,17,0,770
121,278,3,0,767
11,279,18,0,749
57,279,21,0,728
6,288,4,0,0
110,302,9,0,715
73,307,12,0,703
117,309,22,0,681
9,311,9,0,672
111,313,23,0,649
18,314,6,0,0
21,320,23,0,620
13,335,19,0,601
63,341,28,0,573
108,344,9,0,0
31,354,17,0,547
26,363,30,0,517
80,369,30,0,487
4,373,12,0,475
56,373,8,0,467
79,376,25,0,442
29,378,15,0,427
30,383,20,0,407
54,387,11,0,396
112,388,12,0,384
61,393,19,0,365
97,409,6,0,359
82,413,21,0,338
64,424,25,0,313
36,445,10,0,303
42,449,27,0,276
76,450,25,0,251
105,452,19,0,232
123,453,21,0,211
19,454,17,0,194
34,454,21,0,173
25,457,2,0,171
115,458,25,0,146
60,459,9,0,137
89,466,11,0,126
28,469,7,0,0
114,480,28,0,91
124,484,15,0,76
22,486,17,0,59
27,489,8,0,51
90,490,16,0,35
109,494,19,0,16
88,494,13,0,0
119,512,3,0,0
