id   arriveTime   executionTime   executionTimeLeft   waitTime
57   0            14              0                   499
61   4            9               0                   490
17   4            11              0                   479
48   5            8               0                   471
13   7            1               0                   0
58   8            10              0                   460
34   10           2               0                   0
50   13           12              0                   446
60   16           6               0                   440
53   19           5               0                   435
3    22           11              0                   424
20   23           12              0                   412
25   25           12              0                   400
0    25           5               0                   395
45   27           12              0                   383
32   31           5               0                   378
52   31           6               0                   372
5    34           5               0                   367
14   36           10              0                   357
1    36           1               0                   0
49   37           4               0                   0
55   46           2               0                   350
30   47           4               0                   346
11   49           12              0                   334
63   49           15              0                   319
27   49           16              0                   303
6    51           1               0                   0
26   52           5               0                   297
56   54           9               0                   288
18   57           11              0                   277
22   57           3               0                   0
7    64           8               0                   266
43   65           14              0                   252
21   66           8               0                   244
12   71           14              0                   230
59   73           11              0                   219
16   74           7               0                   212
42   77           6               0                   206
39   79           1               0                   205
4    79           6               0                   199
31   82           12              0                   187
46   88           2               0                   185
2    89           2               0                   183
23   90           12              0                   171
54   90           8               0                   163
47   91           16              0                   147
8    91           7               0                   140
19   91           9               0                   131
35   92           1               0                   130
36   92           15              0                   115
33   93           6               0                   109
28   94           12              0                   97
9    96           8               0                   89
41   97           15              0                   74
40   97           13              0                   61
62   99           6               0                   55
37   102          16              0                   39
15   106          4               0                   5
10   109          4               0                   1
29   112          1               0                   0
24   118          7               0                   23
38   119          5               0                   18
44   123          4               0                   0
51   127          14              0                   0
