id    arriveTime   executionTime   executionTimeLeft   waitTime
103   0            5               5                   0
125   1            6               6                   0
237   1            9               9                   0
173   1            16              16                  0
127   1            8               8                   0
208   2            14              14                  0
201   3            13              13                  0
55    3            13              13                  0
101   4            9               9                   0
79    4            1               1                   0
145   4            16              16                  0
135   5            4               4                   0
122   5            3               3                   0
166   5            9               9                   0
186   5            12              12                  0
169   6            12              12                  0
143   6            3               3                   0
91    7            9               9                   0
114   7            7               7                   0
236   7            2               2                   0
140   8            1               1                   0
31    8            12              12                  0
21    8            8               8                   0
246   9            14              14                  0
23    9            11              11                  0
124   9            8               8                   0
197   9            16              16                  0
108   10           16              16                  0
116   11           9               9                   0
138   11           14              14                  0
141   12           14              14                  0
191   12           13              13                  0
249   13           1               1                   0
98    13           8               8                   0
170   13           4               4                   0
220   13           14              14                  0
93    13           5               5                   0
222   13           15              15                  0
42    14           10              10                  0
87    14           10              10                  0
6     14           7               7                   0
227   15           6               6                   0
212   15           8               8                   0
128   15           8               8                   0
82    15           7               7                   0
35    15           4               4                   0
117   15           2               2                   0
230   16           14              14                  0
83    17           16              16                  0
62    18           3               3                   0
48    19           11              11                  0
238   19           6               6                   0
51    20           14              14                  0
210   22           14              14                  0
176   22           7               7                   0
4     22           12              12                  0
77    23           12              12                  0
56    23           4               4                   0
196   23           14              14                  0
70    23           2               2                   0
190   24           7               7                   0
216   24           16              16                  0
157   24           9               9                   0
11    25           15              15                  0
161   25           9               9                   0
28    26           1               1                   0
39    26           4               4                   0
243   27           12              12                  0
119   27           2               2                   0
1     27           16              16                  0
58    27           8               8                   0
144   27           10              10                  0
7     27           15              15                  0
187   28           15              15                  0
136   29           3               3                   0
12    29           16              16                  0
84    29           3               3                   0
207   30           14              14                  0
66    30           11              11                  0
69    31           15              15                  0
198   31           3               3                   0
29    31           6               6                   0
233   32           4               4                   0
109   33           4               4                   0
126   33           12              12                  0
54    34           13              13                  0
150   34           4               4                   0
105   35           4               4                   0
215   36           6               6                   0
203   37           14              14                  0
218   37           15              15                  0
49    38           3               3                   0
14    38           8               8                   0
168   38           7               7                   0
8     38           8               8                   0
177   39           7               7                   0
43    39           4               4                   0
228   39           16              16                  0
165   39           10              10                  0
160   39           8               8                   0
52    41           14              14                  0
60    42           14              14                  0
167   42           11              11                  0
159   43           3               3                   0
96    44           13              13                  0
22    45           1               1                   0
148   46           14              14                  0
221   46           4               4                   0
3     47           2               2                   0
68    49           11              11                  0
179   49           14              14                  0
223   51           1               1                   0
92    51           4               4                   0
38    52           10              10                  0
9     52           7               7                   0
217   53           14              14                  0
89    54           10              10                  0
132   55           8               8                   0
229   55           15              15                  0
156   56           12              12                  0
152   56           10              10                  0
80    56           14              14                  0
142   57           4               4                   0
85    58           9               9                   0
175   58           1               1                   0
182   59           15              15                  0
57    59           3               3                   0
147   59           6               6                   0
115   59           3               3                   0
74    60           10              10                  0
47    60           13              13                  0
94    61           6               6                   0
232   62           7               7                   0
178   63           2               2                   0
67    65           11              11                  0
130   65           5               5                   0
107   68           11              11                  0
213   68           1               1                   0
248   68           4               4                   0
194   69           1               1                   0
239   69           14              14                  0
32    70           13              13                  0
134   71           15              15                  0
163   71           6               6                   0
181   72           3               3                   0
5     73           3               3                   0
100   73           1               1                   0
59    74           16              16                  0
235   75           1               1                   0
53    75           12              12                  0
200   76           10              10                  0
131   76           11              11                  0
90    77           6               6                   0
88    77           15              15                  0
76    77           14              14                  0
211   79           5               5                   0
78    80           9               9                   0
111   80           4               4                   0
231   80           15              15                  0
75    81           12              12                  0
219   82           1               1                   0
26    82           6               6                   0
146   82           4               4                   0
24    84           8               8                   0
183   84           7               7                   0
81    84           10              10                  0
205   85           16              16                  0
61    87           2               2                   0
254   87           12              12                  0
123   88           5               5                   0
46    90           15              15                  0
63    91           4               4                   0
226   91           4               4                   0
252   91           13              13                  0
10    91           10              10                  0
199   92           14              14                  0
209   93           5               5                   0
164   93           7               7                   0
2     94           11              11                  0
174   95           2               2                   0
242   95           13              13                  0
250   95           16              16                  0
204   95           10              10                  0
180   96           11              11                  0
245   96           16              16                  0
244   97           12              12                  0
30    97           1               1                   0
234   97           7               7                   0
120   98           1               1                   0
95    99           16              16                  0
137   99           16              16                  0
225   100          9               9                   0
65    101          4               4                   0
18    102          2               2                   0
13    102          1               1                   0
158   102          16              16                  0
33    102          3               3                   0
214   103          7               7                   0
112   103          2               2                   0
45    103          14              14                  0
41    103          2               2                   0
64    105          11              11                  0
44    105          2               2                   0
153   105          11              11                  0
195   105          5               5                   0
206   106          8               8                   0
171   107          9               9                   0
99    107          10              10                  0
129   107          7               7                   0
155   108          4               4                   0
36    108          2               2                   0
27    108          1               1                   0
139   109          8               8                   0
241   109          3               3                   0
247   109          3               3                   0
149   110          10              10                  0
121   111          16              16                  0
50    111          1               1                   0
16    111          16              16                  0
224   111          6               6                   0
37    112          3               3                   0
72    112          5               5                   0
240   112          3               3                   0
162   113          9               9                   0
202   113          10              10                  0
110   114          14              14                  0
104   115          12              12                  0
