id    arriveTime   executionTime   executionTimeLeft   waitTime
28    2            16              0                   0
46    3            4               0                   18
73    3            6               0                   59
104   4            22              0                   995
70    4            1               0                   14
11    4            29              0                   1728
78    5            32              0                   2057
1     6            27              0                   1393
0     6            5               0                   51
30    7            27              0                   1446
67    7            4               0                   18
29    8            16              0                   471
115   8            22              0                   947
22    9            31              0                   1928
122   9            17              0                   602
4     9            26              0                   1338
39    9            14              0                   343
47    11           25              0                   1105
41    11           10              0                   195
37    11           2               0                   8
124   12           9               0                   147
51    13           6               0                   67
49    13           5               0                   30
3     13           16              0                   482
121   15           12              0                   300
38    15           17              0                   579
57    16           14              0                   378
6     17           29              0                   1802
126   19           21              0                   785
100   20           19              0                   664
80    21           18              0                   607
102   22           27              0                   1485
87    22           28              0                   1512
40    24           25              0                   1117
62    25           9               0                   152
114   26           4               0                   3
105   26           29              0                   1677
56    28           4               0                   5
36    29           26              0                   1162
123   31           4               0                   8
99    32           17              0                   511
113   32           22              0                   857
9     33           22              0                   834
101   35           2               0                   2
14    36           12              0                   243
119   37           8               0                   62
86    37           19              0                   609
53    38           14              0                   328
95    39           10              0                   177
64    41           26              0                   1254
24    42           10              0                   184
50    43           5               0                   5
35    43           23              0                   978
116   44           31              0                   1955
81    45           10              0                   191
58    45           12              0                   246
107   45           32              0                   1985
54    46           25              0                   1120
17    47           26              0                   1222
7     48           19              0                   655
108   48           14              0                   360
103   49           11              0                   219
93    49           14              0                   373
84    51           4               0                   2
92    54           29              0                   1707
59    54           14              0                   382
21    56           8               0                   87
33    56           27              0                   1370
26    59           16              0                   468
68    60           30              0                   1847
52    60           23              0                   984
27    61           12              0                   242
97    63           20              0                   679
117   63           5               0                   6
76    63           21              0                   783
88    64           12              0                   263
42    64           14              0                   386
23    64           21              0                   719
31    65           1               0                   3
63    65           26              0                   1152
112   66           5               0                   8
16    70           10              0                   116
96    71           10              0                   125
25    72           26              0                   1249
85    74           27              0                   1406
44    75           11              0                   171
60    75           1               0                   4
74    76           21              0                   686
19    80           8               0                   55
20    84           1               0                   2
18    85           17              0                   475
94    86           29              0                   1762
89    87           6               0                   0
111   93           6               0                   0
77    94           29              0                   1580
75    94           26              0                   1149
118   95           9               0                   73
12    97           28              0                   1493
98    98           25              0                   993
13    99           22              0                   812
109   100          17              0                   477
127   100          22              0                   833
120   103          7               0                   4
65    103          24              0                   964
34    105          14              0                   275
32    106          21              0                   719
45    107          28              0                   1511
10    107          26              0                   1266
2     108          11              0                   149
5     108          28              0                   1538
55    109          19              0                   556
125   110          5               0                   8
69    111          32              0                   2015
90    112          5               0                   11
48    113          30              0                   1764
72    114          3               0                   0
43    115          1               0                   2
15    115          15              0                   349
110   119          13              0                   220
61    121          20              0                   601
8     122          22              0                   855
79    122          16              0                   389
83    122          32              0                   1972
71    124          29              0                   1666
91    124          8               0                   27
66    127          31              0                   1841
106   127          7               0                   1
82    128          28              0                   1434
