id,arriveTime,executionTime,executionTimeLeft,waitTime
87,2,11,0,2292
81,5,8,0,2284
116,7,2,0,2282
109,7,2,0,0
210,10,8,0,2272
6,12,8,0,2264
1,12,13,0,2251
121,14,3,0,0
5,18,14,0,2234
7,20,14,0,2220
163,21,8,0,2212
194,27,4,0,0
235,31,3,0,0
4,35,8,0,2197
244,39,12,0,2185
34,41,8,0,2177
170,44,1,0,0
64,46,1,0,0
8,48,14,0,2161
123,51,7,0,2154
97,54,15,0,2139
143,61,6,0,2133
218,61,3,0,2130
57,62,5,0,2125
139,66,5,0,2120
175,67,16,0,2104
14,67,12,0,2092
251,68,2,0,0
104,71,7,0,2083
171,73,11,0,2072
167,75,10,0,2062
179,75,16,0,2046
133,76,9,0,2037
79,77,9,0,2028
245,79,11,0,2017
137,80,9,0,2008
158,81,8,0,2000
118,86,13,0,1987
52,91,4,0,0
168,97,5,0,1978
27,99,2,0,1976
56,99,6,0,3
215,103,3,0,0
18,108,5,0,1962
242,109,12,0,1950
185,113,5,0,1945
105,113,12,0,1933
119,115,10,0,1923
201,117,5,0,1918
207,117,5,0,1913
229,119,6,0,1907
136,121,16,0,1891
71,121,9,0,1882
41,121,6,0,1876
166,121,4,0,1872
227,122,4,0,1868
164,124,14,0,1854
128,124,12,0,1842
62,126,15,0,1827
108,130,6,0,1821
200,134,13,0,1808
149,135,4,0,0
47,139,13,0,1791
233,140,1,0,1790
161,140,9,0,1781
32,142,7,0,1774
250,147,4,0,1770
177,149,6,0,1764
186,151,7,0,1757
184,151,7,0,1750
228,153,8,0,1742
183,156,14,0,1728
29,158,15,0,1713
15,164,6,0,1707
253,166,14,0,1693
93,167,16,0,1677
243,169,4,0,1673
113,171,2,0,0
16,174,3,0,1668
54,174,13,0,1655
169,174,1,0,0
80,177,15,0,1639
216,177,10,0,1629
91,179,12,0,1617
247,180,6,0,1611
78,181,12,0,1599
254,183,9,0,1590
144,183,9,0,1581
132,185,8,0,1573
159,185,16,0,1557
28,185,8,0,1549
145,189,15,0,1534
107,192,9,0,1525
176,194,7,0,1518
138,195,8,0,1510
188,196,14,0,1496
209,196,8,0,1488
131,197,10,0,1478
193,198,6,0,1472
152,200,14,0,1458
174,200,10,0,1448
187,205,5,0,1443
172,206,12,0,1431
130,208,16,0,1415
154,209,5,0,0
70,214,14,0,1396
211,215,3,0,1393
115,217,14,0,1379
19,220,1,0,0
66,224,5,0,1373
111,226,4,0,1369
94,227,14,0,1355
246,230,15,0,1340
181,231,8,0,1332
21,232,8,0,1324
180,233,11,0,1313
240,236,11,0,1302
83,237,10,0,1292
44,239,12,0,1280
160,244,16,0,1264
150,251,4,0,0
76,257,10,0,1250
106,261,14,0,1236
84,264,7,0,1229
203,265,16,0,1213
75,266,6,0,1207
90,269,6,0,1201
10,274,10,0,1191
126,277,15,0,1176
30,277,2,0,0
140,288,13,0,1161
25,291,2,0,1159
198,292,11,0,1148
120,298,16,0,1132
199,299,9,0,1123
146,299,1,0,0
2,301,15,0,1107
165,307,3,0,1104
205,308,14,0,1090
33,310,8,0,1082
51,310,6,0,1076
237,310,14,0,1062
50,311,9,0,1053
162,313,4,0,1049
225,313,8,0,1041
26,313,14,0,1027
36,316,5,0,1022
49,318,15,0,1007
239,319,12,0,995
122,322,1,0,0
212,326,6,0,988
238,327,15,0,973
12,329,3,0,970
38,330,5,0,965
88,334,12,0,953
20,336,7,0,946
65,337,6,0,940
68,337,6,0,934
117,338,14,0,920
191,339,1,0,919
55,339,8,0,911
42,340,16,0,895
60,343,7,0,888
156,347,7,0,881
102,347,13,0,868
95,348,6,0,862
249,349,11,0,851
182,351,3,0,848
217,353,3,0,0
37,356,8,0,837
92,359,12,0,825
221,361,14,0,811
74,362,9,0,802
77,363,6,0,796
195,365,16,0,780
252,366,14,0,766
45,367,9,0,757
234,371,16,0,741
192,372,7,0,734
31,375,10,0,724
241,375,11,0,713
63,377,15,0,698
53,378,13,0,685
151,380,2,0,0
157,382,16,0,667
69,383,15,0,652
85,383,8,0,644
23,383,15,0,629
99,384,14,0,615
9,384,10,0,605
89,387,14,0,591
46,389,16,0,575
190,390,9,0,566
208,390,8,0,558
148,392,9,0,549
124,393,6,0,543
189,393,9,0,534
197,399,2,0,532
213,400,14,0,518
35,406,12,0,506
204,408,2,0,0
135,410,16,0,488
222,413,16,0,472
103,418,8,0,464
196,419,12,0,452
226,420,12,0,440
231,421,6,0,434
142,421,16,0,418
223,422,6,0,412
147,424,16,0,396
43,428,8,0,388
141,429,5,0,383
86,431,13,0,370
72,431,15,0,355
230,431,7,0,348
67,435,10,0,338
114,436,8,0,0
39,445,12,0,318
40,445,11,0,307
101,448,6,0,301
178,451,11,0,290
127,452,14,0,276
100,453,12,0,264
220,455,6,0,258
112,456,12,0,246
173,456,12,0,234
11,457,5,0,229
206,457,16,0,213
248,461,10,0,203
224,462,3,0,200
214,463,3,0,0
219,466,10,0,187
0,468,1,0,0
22,473,4,0,182
82,476,5,0,177
134,476,12,0,165
61,480,16,0,149
96,480,3,0,146
155,482,7,0,139
48,485,6,0,133
13,486,3,0,130
232,486,10,0,120
24,488,9,0,111
73,489,7,0,104
17,492,2,0,0
125,494,5,0,97
236,494,15,0,82
3,494,16,0,66
58,499,13,0,53
110,500,1,0,0
129,501,8,0,44
98,508,8,0,36
202,510,13,0,23
59,511,14,0,9
153,511,7,0,2
255,511,2,0,0
