id,timesUsed,pageFaultAt,swappedOutAt
66,3,[61 102 223],[62 103 224]
50,1,[9],[26]
86,3,[58 112 187],[59 114 188]
80,3,[159 197 247],[160 200 248]
23,1,[246],[247]
48,3,[128 202 212],[129 203 213]
108,1,[203],[205]
53,2,[74 126],[75 128]
94,2,[233 238],[235 241]
36,5,[75 155 158 192 235],[76 156 159 194 238]
70,2,[32 92],[33 94]
14,1,[180],[181]
63,4,[7 144 154 181],[56 145 155 182]
105,2,[64 91],[65 92]
73,4,[54 205 220 241],[55 206 222 242]
92,1,[182],[183]
41,1,[133],[135]
78,3,[26 109 229],[27 110 230]
106,3,[13 68 230],[58 97 231]
109,1,[200],[201]
84,3,[71 143 145],[72 144 146]
107,1,[86],[87]
51,3,[12 250],[126 251]
20,2,[60 248],[61 249]
33,2,[2 162],[54 163]
31,1,[118],[119]
30,2,[37 201],[38 202]
118,1,[226],[227]
101,1,[111],[112]
75,5,[38 52 163 206 251],[39 122 164 212 253]
35,3,[18 103 213],[19 109 215]
90,4,[124 136 173 243],[125 137 174 244]
27,1,[161],[162]
77,3,[110 152 249],[111 154 250]
45,1,[70],[71]
83,3,[0 138 183],[37 139 184]
82,4,[42 55],[43 223]
104,1,[35],[36]
52,4,[56 97 130 219],[57 98 132 220]
34,3,[88 137 149],[89 138 150]
46,3,[5 122 132],[69 123 133]
26,2,[160 194],[161 196]
102,1,[31],[32]
99,2,[65 184],[66 185]
25,2,[8 63],[53 120]
85,1,[10],[60]
39,2,[174 217],[175 218]
18,1,[22],[23]
120,1,[69],[70]
72,4,[39 123 125 231],[40 124 147 233]
38,1,[19],[21]
128,1,[175],[177]
98,1,[78],[79]
42,1,[169],[173]
116,2,[218 228],[219 229]
60,1,[16],[17]
88,4,[81 87 185 253],[84 88 186 255]
91,2,[1 244],[64 246]
49,4,[43 50 156],[44 149 158]
67,5,[33 40],[35 243]
55,5,[28 135 186 188 225],[29 136 187 190 226]
24,1,[166],[168]
79,2,[41 76],[42 78]
47,4,[89 117 165 216],[91 118 166 217]
89,4,[15 59 177 215],[16 121 178 216]
112,1,[80],[81]
56,2,[62 164],[63 165]
76,5,[30 114 120 147],[31 115 143]
61,6,[4],[]
71,6,[17 36],[18]
81,5,[46 79 129 146],[47 80 130]
68,6,[72 84 95],[74 86]
65,6,[98 196 224 227 242],[100 197 225 228]
57,8,[6],[]
62,4,[47 168 190 255],[50 169 192]
44,8,[11],[]
74,6,[3 57],[52]
37,6,[44 53 178 222],[46 152 180]
54,7,[27 100 121],[28 101]
58,8,[29 101 150],[30 102]
59,8,[21 23],[22]
64,5,[14 115 119],[41 117]
69,8,[66 94 139],[68 95]
