id   arriveTime   executionTime   executionTimeLeft   waitTime
23   2            6               6                   0
25   2            12              12                  0
5    7            6               6                   0
17   10           16              16                  0
27   15           16              16                  0
18   15           14              14                  0
42   44           8               8                   0
63   54           15              15                  0
62   62           14              14                  0
40   65           5               5                   0
38   65           15              15                  0
15   84           14              14                  0
12   89           1               1                   0
44   101          4               4                   0
36   118          3               3                   0
6    118          5               5                   0
13   125          12              12                  0
2    137          10              10                  0
30   150          10              10                  0
24   151          7               7                   0
57   161          1               1                   0
41   172          2               2                   0
43   173          10              10                  0
14   184          12              12                  0
39   190          8               8                   0
28   200          5               5                   0
19   202          11              11                  0
54   214          8               8                   0
51   215          3               3                   0
48   229          13              13                  0
0    250          8               8                   0
20   252          12              12                  0
45   280          7               7                   0
33   281          4               4                   0
32   282          1               1                   0
49   282          9               9                   0
16   307          3               3                   0
31   314          9               9                   0
1    336          14              14                  0
37   338          1               1                   0
26   347          10              10                  0
4    347          9               9                   0
61   368          10              10                  0
60   373          11              11                  0
22   378          16              16                  0
21   383          6               6                   0
34   383          16              16                  0
52   383          6               6                   0
11   397          9               9                   0
58   422          8               8                   0
56   439          16              16                  0
10   441          1               1                   0
47   450          1               1                   0
55   451          13              13                  0
46   451          7               7                   0
50   475          10              10                  0
3    478          2               2                   0
9    479          2               2                   0
29   481          5               5                   0
59   483          12              12                  0
7    500          13              13                  0
35   503          12              12                  0
53   506          10              10                  0
8    512          11              11                  0
