id,arriveTime,executionTime,executionTimeLeft,waitTime
0,0,8,0,304
1,0,9,0,366
2,0,11,0,464
3,0,9,0,321
4,0,16,0,1088
5,0,10,0,414
6,0,6,0,148
7,0,7,0,174
8,0,10,0,434
9,0,16,0,1136
10,0,13,0,644
11,0,9,0,375
12,0,8,0,264
13,0,16,0,1024
14,0,8,0,256
15,0,7,0,160
16,0,15,0,869
17,0,5,0,68
18,0,15,0,839
19,0,9,0,357
20,0,6,0,118
21,0,11,0,475
22,0,1,0,0
23,0,14,0,712
24,0,14,0,782
25,0,15,0,824
26,0,15,0,899
27,0,8,0,224
28,0,14,0,810
29,0,5,0,83
30,0,8,0,296
31,0,12,0,541
32,0,8,0,216
33,0,3,0,21
34,0,9,0,312
35,0,16,0,1056
36,0,16,0,960
37,0,8,0,248
38,0,16,0,1120
39,0,14,0,768
40,0,5,0,93
41,0,8,0,240
42,0,16,0,976
43,0,16,0,1104
44,0,16,0,1072
45,0,4,0,40
46,0,4,0,44
47,0,5,0,98
48,0,7,0,188
49,0,15,0,854
50,0,9,0,339
51,0,13,0,592
52,0,2,0,15
53,0,1,0,1
54,0,9,0,330
55,0,8,0,232
56,0,4,0,64
57,0,5,0,113
58,0,6,0,154
59,0,2,0,17
60,0,4,0,52
61,0,16,0,1008
62,0,2,0,19
63,0,2,0,5
64,0,6,0,136
65,0,5,0,108
66,0,13,0,605
67,0,2,0,13
68,0,10,0,394
69,0,4,0,48
70,0,3,0,30
71,0,9,0,348
72,0,13,0,579
73,0,11,0,519
74,0,11,0,497
75,0,14,0,754
76,0,16,0,1040
77,0,2,0,11
78,0,3,0,27
79,0,6,0,130
80,0,15,0,929
81,0,11,0,508
82,0,13,0,618
83,0,15,0,884
84,0,10,0,424
85,0,11,0,486
86,0,10,0,444
87,0,10,0,384
88,0,2,0,9
89,0,7,0,181
90,0,13,0,553
91,0,15,0,914
92,0,13,0,631
93,0,16,0,944
94,0,3,0,24
95,0,6,0,142
96,0,4,0,60
97,0,10,0,454
98,0,13,0,657
99,0,14,0,698
100,0,14,0,670
101,0,1,0,2
102,0,6,0,124
103,0,7,0,195
104,0,5,0,103
105,0,4,0,56
106,0,7,0,202
107,0,14,0,726
108,0,5,0,78
109,0,5,0,73
110,0,7,0,167
111,0,8,0,280
112,0,13,0,566
113,0,14,0,740
114,0,14,0,684
115,0,5,0,88
116,0,11,0,530
117,0,8,0,288
118,0,1,0,3
119,0,16,0,992
120,0,10,0,404
121,0,3,0,33
122,0,4,0,36
123,0,1,0,4
124,0,8,0,272
125,0,14,0,796
126,0,7,0,209
127,0,2,0,7
