id    arriveTime   executionTime   executionTimeLeft   waitTime
117   9            8               0                   4
42    10           4               0                   0
14    12           14              0                   24
28    27           6               0                   0
73    29           11              0                   293
2     31           3               0                   2
3     31           6               0                   5
111   36           15              0                   795
106   37           10              0                   13
41    41           13              0                   693
98    42           12              0                   424
49    51           9               0                   9
44    52           12              0                   592
107   65           7               0                   4
7     69           15              0                   777
31    71           8               0                   10
65    78           5               0                   0
125   82           8               0                   7
29    83           14              0                   690
22    89           16              0                   896
9     91           12              0                   493
122   93           6               0                   4
32    96           8               0                   48
87    99           7               0                   9
47    104          6               0                   13
8     104          5               0                   0
19    114          7               0                   21
45    114          2               0                   1
52    116          6               0                   11
88    119          8               0                   39
61    121          4               0                   2
6     133          2               0                   0
43    136          16              0                   801
126   136          15              0                   725
127   138          9               0                   60
112   140          2               0                   2
69    145          8               0                   31
79    151          4               0                   1
18    157          2               0                   0
103   159          11              0                   283
86    162          12              0                   434
0     164          6               0                   2
110   171          10              0                   90
54    172          10              0                   48
30    174          4               0                   0
118   186          4               0                   0
91    187          4               0                   3
90    192          2               0                   2
46    195          4               0                   1
26    201          6               0                   9
60    206          3               0                   1
37    208          13              0                   461
68    212          15              0                   664
95    214          16              0                   755
109   219          8               0                   25
40    221          4               0                   0
27    227          3               0                   3
33    233          5               0                   3
48    233          9               0                   19
35    235          2               0                   0
15    236          1               0                   1
57    237          13              0                   458
62    240          3               0                   1
5     241          13              0                   480
70    250          12              0                   242
72    262          9               0                   9
21    265          15              0                   551
58    282          7               0                   0
89    286          12              0                   274
85    286          8               0                   29
17    287          4               0                   2
124   291          11              0                   162
50    294          6               0                   0
93    297          3               0                   6
63    298          12              0                   274
55    299          10              0                   82
99    300          2               0                   0
10    301          7               0                   8
66    302          1               0                   0
13    305          2               0                   1
101   309          15              0                   597
51    311          1               0                   0
120   314          9               0                   26
12    321          11              0                   110
105   326          1               0                   0
80    330          6               0                   3
104   332          15              0                   469
121   339          9               0                   14
75    339          12              0                   269
11    341          1               0                   0
123   352          8               0                   14
115   352          4               0                   0
36    362          4               0                   0
24    370          16              0                   583
96    372          6               0                   2
108   380          1               0                   0
97    389          12              0                   243
74    389          3               0                   2
64    390          8               0                   4
76    398          4               0                   6
38    403          2               0                   0
114   404          16              0                   597
25    408          2               0                   0
59    408          3               0                   2
1     410          3               0                   3
84    412          4               0                   4
39    421          13              0                   339
77    423          6               0                   0
4     429          5               0                   0
82    439          13              0                   217
119   449          12              0                   171
83    458          14              0                   329
94    459          16              0                   462
23    464          12              0                   72
53    464          12              0                   84
116   468          2               0                   0
71    470          16              0                   547
113   475          13              0                   233
78    478          6               0                   0
92    483          13              0                   199
16    486          3               0                   0
100   492          5               0                   0
20    493          15              0                   398
56    496          8               0                   8
34    501          13              0                   246
67    505          9               0                   22
102   507          8               0                   12
81    512          7               0                   0
