id    arriveTime   executionTime   executionTimeLeft   waitTime
236   0            14              0                   0
134   1            24              0                   3978
223   1            30              0                   3948
69    1            28              0                   3920
248   2            31              0                   3888
15    2            9               0                   3879
106   2            13              0                   3866
165   3            30              0                   3835
219   4            23              0                   3811
109   4            9               0                   3802
194   4            31              0                   3771
92    5            12              0                   3758
166   6            3               0                   3754
199   7            16              0                   3737
13    7            5               0                   3732
53    7            10              0                   3722
14    9            16              0                   3704
201   9            13              0                   3691
149   9            7               0                   3684
3     9            22              0                   3662
39    10           10              0                   3651
54    10           15              0                   3636
163   10           26              0                   3610
91    11           24              0                   3585
220   11           1               0                   3584
227   13           27              0                   3555
184   14           8               0                   3546
119   14           23              0                   3523
177   14           20              0                   0
212   15           30              0                   3492
179   15           9               0                   3483
181   15           9               0                   3474
197   16           20              0                   3453
252   16           19              0                   3434
162   17           11              0                   3422
74    18           17              0                   3404
214   18           24              0                   3380
42    19           30              0                   3349
52    20           11              0                   3337
32    21           17              0                   3319
169   21           4               0                   3315
161   22           19              0                   3295
233   23           4               0                   3290
95    24           8               0                   3281
235   25           6               0                   3274
122   26           29              0                   3244
11    26           23              0                   3221
229   26           1               0                   3220
135   26           9               0                   3211
157   26           6               0                   3205
86    27           11              0                   3193
160   28           5               0                   3187
101   29           17              0                   3169
180   30           29              0                   3139
230   31           17              0                   3121
118   31           4               0                   3117
25    31           6               0                   3111
255   31           13              0                   3098
23    31           26              0                   3072
182   31           28              0                   3044
97    31           13              0                   3031
237   31           30              0                   3001
190   33           21              0                   2978
22    34           20              0                   2957
196   34           14              0                   0
112   35           21              0                   2935
243   35           25              0                   2910
167   35           8               0                   2902
216   35           4               0                   2898
145   35           15              0                   2883
33    36           1               0                   2881
253   36           4               0                   2877
200   36           9               0                   2868
81    38           14              0                   2852
40    38           3               0                   2849
128   38           23              0                   2826
222   39           24              0                   2801
164   39           32              0                   2769
176   40           18              0                   2750
171   40           4               0                   2746
117   40           27              0                   2719
115   42           22              0                   2695
209   42           13              0                   2682
127   43           7               0                   2674
99    44           11              0                   2662
48    44           24              0                   2638
210   44           6               0                   2632
218   45           15              0                   2616
156   45           1               0                   2615
221   46           5               0                   2609
78    47           6               0                   2602
241   47           9               0                   1
138   49           24              0                   2576
68    49           4               0                   2572
84    50           22              0                   2549
215   50           24              0                   2525
224   50           7               0                   2518
151   52           4               0                   2512
205   52           7               0                   2505
12    52           31              0                   2474
24    52           6               0                   2468
242   52           29              0                   2439
27    53           28              0                   2410
50    54           20              0                   2389
31    54           11              0                   2378
93    54           12              0                   2366
137   54           32              0                   2334
217   54           6               0                   2328
240   55           32              0                   2295
80    55           19              0                   2276
178   56           8               0                   2267
142   56           23              0                   2244
174   56           21              0                   2223
2     57           14              0                   2208
203   57           3               0                   0
213   58           28              0                   2179
9     58           6               0                   2173
148   58           6               0                   2167
158   58           29              0                   2138
189   58           23              0                   2115
18    59           1               0                   2113
204   60           27              0                   0
187   61           9               0                   2102
206   61           27              0                   2075
55    62           30              0                   2044
102   63           32              0                   2011
85    64           5               0                   2005
65    64           12              0                   1993
228   65           32              0                   1960
111   65           2               0                   1958
246   66           29              0                   1928
130   67           12              0                   1915
191   68           15              0                   1899
47    69           26              0                   1872
250   70           6               0                   1865
249   71           20              0                   1844
83    71           31              0                   1813
150   72           5               0                   1807
49    72           29              0                   1778
94    73           10              0                   1767
254   73           7               0                   1760
152   73           27              0                   1733
