id    arriveTime   executionTime   executionTimeLeft   waitTime
0     0            8               0                   1144
1     0            9               0                   1135
2     0            11              0                   1124
3     0            9               0                   1115
4     0            16              0                   1099
5     0            10              0                   1089
6     0            6               0                   1083
7     0            7               0                   1076
8     0            10              0                   1066
9     0            16              0                   1050
10    0            13              0                   1037
11    0            9               0                   1028
12    0            8               0                   1020
13    0            16              0                   1004
14    0            8               0                   996
15    0            7               0                   989
16    0            15              0                   974
17    0            5               0                   969
18    0            15              0                   954
19    0            9               0                   945
20    0            6               0                   939
21    0            11              0                   928
22    0            1               0                   927
23    0            14              0                   913
24    0            14              0                   899
25    0            15              0                   884
26    0            15              0                   869
27    0            8               0                   861
28    0            14              0                   847
29    0            5               0                   842
30    0            8               0                   834
31    0            12              0                   822
32    0            8               0                   814
33    0            3               0                   811
34    0            9               0                   802
35    0            16              0                   786
36    0            16              0                   770
37    0            8               0                   762
38    0            16              0                   746
39    0            14              0                   732
40    0            5               0                   727
41    0            8               0                   719
42    0            16              0                   703
43    0            16              0                   687
44    0            16              0                   671
45    0            4               0                   667
46    0            4               0                   663
47    0            5               0                   658
48    0            7               0                   651
49    0            15              0                   636
50    0            9               0                   627
51    0            13              0                   614
52    0            2               0                   612
53    0            1               0                   611
54    0            9               0                   602
55    0            8               0                   594
56    0            4               0                   590
57    0            5               0                   585
58    0            6               0                   579
59    0            2               0                   577
60    0            4               0                   573
61    0            16              0                   557
62    0            2               0                   555
63    0            2               0                   553
64    0            6               0                   547
65    0            5               0                   542
66    0            13              0                   529
67    0            2               0                   527
68    0            10              0                   517
69    0            4               0                   513
70    0            3               0                   510
71    0            9               0                   501
72    0            13              0                   488
73    0            11              0                   477
74    0            11              0                   466
75    0            14              0                   452
76    0            16              0                   436
77    0            2               0                   434
78    0            3               0                   431
79    0            6               0                   425
80    0            15              0                   410
81    0            11              0                   399
82    0            13              0                   386
83    0            15              0                   371
84    0            10              0                   361
85    0            11              0                   350
86    0            10              0                   340
87    0            10              0                   330
88    0            2               0                   328
89    0            7               0                   321
90    0            13              0                   308
91    0            15              0                   293
92    0            13              0                   280
93    0            16              0                   264
94    0            3               0                   261
95    0            6               0                   255
96    0            4               0                   251
97    0            10              0                   241
98    0            13              0                   228
99    0            14              0                   214
100   0            14              0                   200
101   0            1               0                   199
102   0            6               0                   193
103   0            7               0                   186
104   0            5               0                   181
105   0            4               0                   177
106   0            7               0                   170
107   0            14              0                   156
108   0            5               0                   151
109   0            5               0                   146
110   0            7               0                   139
111   0            8               0                   131
112   0            13              0                   118
113   0            14              0                   104
114   0            14              0                   90
115   0            5               0                   85
116   0            11              0                   74
117   0            8               0                   66
118   0            1               0                   65
119   0            16              0                   49
120   0            10              0                   39
121   0            3               0                   36
122   0            4               0                   32
123   0            1               0                   31
124   0            8               0                   23
125   0            14              0                   9
126   0            7               0                   2
127   0            2               0                   0
