id   arriveTime   executionTime   executionTimeLeft   waitTime
23   2            6               0                   304
25   2            12              0                   289
5    7            6               0                   262
17   10           16              0                   246
27   15           16              0                   22
18   15           14              0                   0
42   44           8               0                   0
63   54           15              0                   101
62   62           14              0                   39
40   65           5               0                   30
38   65           15              0                   0
15   84           14              0                   1
12   89           1               0                   0
44   101          4               0                   0
36   118          3               0                   27
6    118          5               0                   0
13   125          12              0                   0
2    137          10              0                   0
30   150          10              0                   8
24   151          7               0                   0
57   161          1               0                   0
41   172          2               0                   10
43   173          10              0                   0
14   184          12              0                   48
39   190          8               0                   0
28   200          5               0                   22
19   202          11              0                   0
54   214          8               0                   3
51   215          3               0                   0
48   229          13              0                   0
0    250          8               0                   12
20   252          12              0                   0
45   280          7               0                   14
33   281          4               0                   10
32   282          1               0                   9
49   282          9               0                   0
16   307          3               0                   0
31   314          9               0                   0
1    336          14              0                   217
37   338          1               0                   0
26   347          10              0                   9
4    347          9               0                   0
61   368          10              0                   187
60   373          11              0                   176
22   378          16              0                   45
21   383          6               0                   31
34   383          16              0                   15
52   383          6               0                   0
11   397          9               0                   0
58   422          8               0                   0
56   439          16              0                   99
10   441          1               0                   0
47   450          1               0                   0
55   451          13              0                   7
46   451          7               0                   0
50   475          10              0                   67
3    478          2               0                   19
9    479          2               0                   0
29   481          5               0                   12
59   483          12              0                   0
7    500          13              0                   33
35   503          12              0                   21
53   506          10              0                   11
8    512          11              0                   0
